城市+地铁站三星级酒店列表,http://big5.sunnychina.com/hotel/beijing/metro_123/star3.html,^/hotel/[a-z]+/metro_\d+/star_[3-5]\.html$
城市+地铁站某品牌酒店列表,http://big5.sunnychina.com/hotel/beijing/metro_123/brand1.html,^/hotel/[a-z]+/metro_\d+/brand\d+\.html$
城市+地铁站酒店列表-Pn,http://big5.sunnychina.com/hotel/beijing/metro_123/p2.html,^/hotel/[a-z]+/metro_\d+/p\d+\.html$
城市+品牌酒店列表,http://big5.sunnychina.com/hotel/beijing/brand_homeinns/,^/hotel/[a-z]+/brand_[a-z\d_-]+/$
城市+品牌酒店列表-Pn,http://big5.sunnychina.com/hotel/beijing/brand_homeinns/p2.html,^/hotel/[a-z]+/brand_[a-z\d_-]+/p\d+\.html$
产品详细页,http://big5.sunnychina.com/hotel/6205.html,^/hotel/\d+\.html$
酒店图片,http://big5.sunnychina.com/hotel/6205/image.html,^/hotel/\d+/image\.html$
酒店点评,http://big5.sunnychina.com/hotel/6205/review.html,^/hotel/\d+/review\.html$
交通地图,http://big5.sunnychina.com/hotel/6205/map.html,^/hotel/\d+/map\.html$
附近地标,http://big5.sunnychina.com/hotel/6205/poi.html,^/hotel/\d+/poi\.html$
