"节点","url","Url正则","title","Title正则","keywords"
"美食热门论坛列表","http://www.xici.net/s/?t=1&k=%C3%C0%CA%B3&st=0","^/s/?t=1&k=%C3%C0%CA%B3&st=0$","【热门美食论坛】社区_bbs_西祠美食_西祠胡同",,"美食论坛,社区,bbs,西祠美食"
"帖子页","http://www.xici.net/b5886/",,"【e美食】南京美食论坛_论坛_社区_西祠美食_bbs_西祠胡同",,"e美食,南京美食论坛,论坛,社区,bbs,西祠美食"
"帖子详细页","http://www.xici.net/d178021741.htm",,"【新店大川川味馆】e美食_南京美食论坛_论坛_社区_西祠美食_bbs_西祠胡同",,"e美食,南京美食论坛,论坛,社区,bbs,西祠美食"
"美食交流","http://www.xici.net/t_%C3%C0%CA%B3%BD%BB%C1%F7.htm","^/t_%C3%C0%CA%B3%BD%BB%C1%F7\.htm$","【美食交流】论坛_社区_bbs_西祠美食_西祠胡同",,"美食交流,论坛,社区,bbs,美食交流图片,西祠美食交流"
"餐厅","http://www.xici.net/t_%B2%CD%CC%FC.htm","^/t_%B2%CD%CC%FC\.htm$","【餐厅】论坛_社区_bbs_西祠美食_西祠胡同",,"餐厅,论坛,社区,bbs,餐厅图片,西祠餐厅"
"烘焙","http://www.xici.net/t_%BA%E6%C5%E0.htm","^/t_%BA%E6%C5%E0\.htm$","【烘培】论坛_社区_bbs_西祠美食_西祠胡同",,"烘培,论坛,社区,bbs,烘焙图片,西祠烘培"
"零食","http://www.xici.net/t_%C1%E3%CA%B3.htm","^/t_%C1%E3%CA%B3\.htm$","【零食】论坛_社区_bbs_西祠美食_西祠胡同",,"零食,论坛,社区,bbs,零食图片,西祠零食"
"饮品","http://www.xici.net/t_%D2%FB%C6%B7.htm","^/t_%D2%FB%C6%B7\.htm$","【饮品】论坛_社区_bbs_西祠美食_西祠胡同",,"饮品,论坛,社区,bbs,饮品图片,西祠饮品"
"做饭","http://www.xici.net/t_%D7%F6%B7%B9.htm","^/t_%D7%F6%B7%B9\.htm$","【做饭】论坛_社区_bbs_西祠美食_西祠胡同",,"做饭,论坛,社区,bbs,做饭图片,西祠做饭"
,,,,,
"汽车首页","http://www.xici.net/auto/","^/auto/$","【汽车论坛】社区_bbs_西祠汽车_西祠胡同",,"汽车论坛,社区,bbs,西祠汽车"
"汽车热门论坛列表","http://www.xici.net/s/?t=1&k=%C6%FB%B3%B5&st=0","^/s/?t=1&k=%C6%FB%B3%B5&st=0$","【汽车热门论坛】社区_bbs_西祠汽车_西祠胡同",,"汽车论坛,社区,bbs,西祠汽车"
"帖子页","http://www.xici.net/b1040360/",,"【西祠汽车联盟】南京汽车论坛_论坛_社区_西祠汽车_bbs_西祠胡同",,"西祠汽车联盟,南京汽车论坛,论坛,社区,bbs,西祠汽车"
"帖子详细页","http://www.xici.net/d178073481.htm",,"【一个MM领工资的一天好有爱啊】西祠汽车联盟_南京汽车论坛_社区_西祠汽车_bbs_西祠胡同",,"西祠汽车联盟,南京汽车论坛,论坛,社区,bbs,西祠汽车"
"欧美车","http://www.xici.net/t_%C5%B7%C3%C0%B3%B5.htm","^/t_%C5%B7%C3%C0%B3%B5\.htm$","【欧美车】论坛_社区_bbs_西祠汽车_西祠胡同",,"欧美车,论坛,社区,bbs,欧美车图片,西祠欧美车"
"大众","http://www.xici.net/t_%B4%F3%D6%DA.htm","^/t_%B4%F3%D6%DA\.htm$","【大众】论坛_社区_bbs_西祠汽车_西祠胡同",,"大众,论坛,社区,bbs,大众图片,西祠大众"
"雪铁龙","http://www.xici.net/t_%D1%A9%CC%FA%C1%FA.htm","^/t_%D1%A9%CC%FA%C1%FA\.htm$","【雪铁龙】论坛_社区_bbs_西祠汽车_西祠胡同",,"雪铁龙,社区,论坛,bbs,雪铁龙图片,西祠雪铁龙"
"福特","http://www.xici.net/t_%B8%A3%CC%D8.htm","^/t_%B8%A3%CC%D8\.htm$","【福特】论坛_社区_bbs_西祠汽车_西祠胡同",,"福特,社区,论坛,bbs,福特图片,西祠福特"
"日韩车","http://www.xici.net/t_%C8%D5%BA%AB%B3%B5.htm","^/t_%C8%D5%BA%AB%B3%B5\.htm$","【日韩车】论坛_社区_bbs_西祠汽车_西祠胡同",,"日韩车,社区,论坛,bbs,日韩车图片,西祠日韩车"
"日产","http://www.xici.net/t_%C8%D5%B2%FA.htm","^/t_%C8%D5%B2%FA\.htm$","【日产】论坛_社区_bbs_西祠汽车_西祠胡同",,"日产,社区,论坛,bbs,日产车图片,西祠日产车"
"马自达","http://www.xici.net/t_%C2%ED%D7%D4%B4%EF.htm","^/t_%C2%ED%D7%D4%B4%EF\.htm$","【马自达】论坛_社区_bbs_西祠汽车_西祠胡同",,"马自达,社区,论坛,bbs,马自达图片,西祠马自达"
"现代","http://www.xici.net/t_%CF%D6%B4%FA.htm","^/t_%CF%D6%B4%FA\.htm$","【现代】论坛_社区_bbs_西祠汽车_西祠胡同",,"现代,社区,论坛,bbs,现代图片,西祠现代"
"铃木","http://www.xici.net/t_%C1%E5%C4%BE.htm","^/t_%C1%E5%C4%BE\.htm$","【铃木】论坛_社区_bbs_西祠汽车_西祠胡同",,"铃木,社区,论坛,bbs,铃木图片,西祠铃木"
"本田","http://www.xici.net/t_%B1%BE%CC%EF.htm","^/t_%B1%BE%CC%EF\.htm$","【本田】论坛_社区_bbs_西祠汽车_西祠胡同",,"本田,社区,论坛,bbs,本田图片,西祠本田"
"标志","http://www.xici.net/t_%B1%EA%D6%C2.htm","^/t_%B1%EA%D6%C2\.htm$","【标志】论坛_社区_bbs_西祠汽车_西祠胡同",,"标志,社区,论坛,bbs,标志图片,西祠标志"
"丰田","http://www.xici.net/t_%B7%E1%CC%EF.htm","^/t_%B7%E1%CC%EF\.htm$","【丰田】论坛_社区_bbs_西祠汽车_西祠胡同",,"丰田,社区,论坛,bbs,丰田图片,西祠丰田"
"国产车","http://www.xici.net/t_%B9%FA%B2%FA%B3%B5.htm","^/t_%B9%FA%B2%FA%B3%B5\.htm$","【国产车】论坛_社区_bbs_西祠汽车_西祠胡同",,"国产车,社区,论坛,bbs,国产车图片,西祠国产车"
"车友","http://www.xici.net/t_%B3%B5%D3%D1.htm","^/t_%B3%B5%D3%D1\.htm$","【车友】论坛_社区_bbs_西祠汽车_西祠胡同",,"车友,社区,论坛,bbs,车友图片,西祠车友"
"摩托","http://www.xici.net/t_%C4%A6%CD%D0.htm","^/t_%C4%A6%CD%D0\.htm$","【摩托】论坛_社区_bbs_西祠汽车_西祠胡同",,"摩托,社区,论坛,bbs,摩托图片,西祠摩托"
"公共交通","http://www.xici.net/t_%B9%AB%B9%B2%BD%BB%CD%A8.htm","^/t_%B9%AB%B9%B2%BD%BB%CD%A8\.htm$","【公共交通】论坛_社区_bbs_西祠汽车_西祠胡同",,"公共交通,社区,论坛,bbs,公共交通图片,西祠公共交通"
"驾校","http://www.xici.net/t_%BC%DD%D0%A3.htm","^/t_%BC%DD%D0%A3\.htm$","【驾校】论坛_社区_bbs_西祠汽车_西祠胡同",,"驾校,社区,论坛,bbs,驾校图片,西祠驾校"
,,,,,
"亲子首页","http://www.xici.net/baby/","^/baby/$","【亲子论坛】社区_bbs_西祠亲子_西祠胡同",,"亲子论坛,社区,bbs,西祠亲子"
"亲子热门论坛列表","http://www.xici.net/s/?t=1&k=%C7%D7%D7%D3&st=3","^/s/?t=1&k=%C7%D7%D7%D3&st=3$","【亲子热门论坛】社区_bbs_西祠亲子_西祠胡同",,"亲子论坛,社区,bbs,西祠亲子"
"帖子页","http://www.xici.net/b1275506/",,"【乐在xici亲子嘉年华】南京亲子论坛_论坛_社区_bbs_西祠亲子_西祠胡同",,"乐在xici亲子嘉年华,南京亲子论坛,论坛,社区,bbs,西祠亲子"
"帖子详情页","http://www.xici.net/d177396925.htm",,"【我长大了】乐在xici亲子嘉年华_南京亲子论坛_论坛_社区_bbs_西祠亲子_西祠胡同",,"乐在xici亲子嘉年华,南京亲子论坛,论坛,社区,bbs,西祠亲子"
"准妈妈","http://www.xici.net/t_%D7%BC%C2%E8%C2%E8.htm","^/t_%D7%BC%C2%E8%C2%E8\.htm$","【准妈妈】论坛_社区_bbs_西祠亲子_西祠胡同",,"准妈妈,论坛,社区,bbs,准妈妈图片,西祠准妈妈"
"孕婴","http://www.xici.net/t_%D3%FD%D3%A4.htm","^/t_%D3%FD%D3%A4\.htm$","【孕婴】论坛_社区_bbs_西祠亲子_西祠胡同",,"孕婴,论坛,社区,bbs,孕婴图片,西祠孕婴"
"幼儿园","http://www.xici.net/t_%D3%D7%B6%F9%D4%B0.htm","^/t_%D3%D7%B6%F9%D4%B0\.htm$","【幼儿园】论坛_社区_bbs_西祠亲子_西祠胡同",,"幼儿园,论坛,社区,bbs,幼儿园图片,西祠幼儿园"
"小学阶段","http://www.xici.net/t_%D0%A1%D1%A7%BD%D7%B6%CE.htm","^/t_%D0%A1%D1%A7%BD%D7%B6%CE\.htm$","【小学阶段】论坛_社区_bbs_西祠亲子_西祠胡同",,"小学阶段,论坛,社区,bbs,小学阶段图片,西祠小学阶段"
"中学阶段","http://www.xici.net/t_%D6%D0%D1%A7%BD%D7%B6%CE.htm","^/t_%D6%D0%D1%A7%BD%D7%B6%CE\.htm$","【中学阶段】论坛_社区_bbs_西祠亲子_西祠胡同",,"中学阶段,论坛,社区,bbs,中学阶段图片,西祠中学阶段"
"母婴用品","http://www.xici.net/t_%C4%B8%D3%A4%D3%C3%C6%B7.htm","^/t_%C4%B8%D3%A4%D3%C3%C6%B7\.htm$","【母婴用品】论坛_社区_bbs_西祠亲子_西祠胡同",,"母婴用品,论坛,社区,bbs,母婴用品图片,西祠母婴用品"
"儿童摄影","http://www.xici.net/t_%B6%F9%CD%AF%C9%E3%D3%B0.htm","^/t_%B6%F9%CD%AF%C9%E3%D3%B0\.htm$","【儿童摄影】论坛_社区_bbs_西祠亲子_西祠胡同",,"儿童摄影,论坛,社区,bbs,儿童摄影图片,西祠儿童摄影"
"少儿游泳","http://www.xici.net/t_%C9%D9%B6%F9%D3%CE%D3%BE.htm","^/t_%C9%D9%B6%F9%D3%CE%D3%BE\.htm$","【少儿游泳】论坛_社区_bbs_西祠亲子_西祠胡同",,"少儿游泳,论坛,社区,bbs,少儿游泳图片,西祠少儿游泳"
"少儿美术","http://www.xici.net/t_%C9%D9%B6%F9%C3%C0%CA%F5.htm","^/t_%C9%D9%B6%F9%C3%C0%CA%F5\.htm$","【少儿美术】论坛_社区_bbs_西祠亲子_西祠胡同",,"少儿美术,论坛,社区,bbs,少儿美术图片,西祠少儿美术"
"少儿英语","http://www.xici.net/t_%C9%D9%B6%F9%D3%A2%D3%EF.htm","^/t_%C9%D9%B6%F9%D3%A2%D3%EF\.htm$","【少儿英语】论坛_社区_bbs_西祠亲子_西祠胡同",,"少儿英语,论坛,社区,bbs,少儿英语图片,西祠少儿英语"
"少儿音乐","http://www.xici.net/t_%C9%D9%B6%F9%D2%F4%C0%D6.htm","^/t_%C9%D9%B6%F9%D2%F4%C0%D6\.htm$","【少儿音乐】论坛_社区_bbs_西祠亲子_西祠胡同",,"少儿音乐,论坛,社区,bbs,少儿音乐图片,西祠少儿音乐"
"少儿舞蹈","http://www.xici.net/t_%C9%D9%B6%F9%CE%E8%B5%B8.htm","^/t_%C9%D9%B6%F9%CE%E8%B5%B8\.htm$","【少儿舞蹈】论坛_社区_bbs_西祠亲子_西祠胡同",,"少儿舞蹈,论坛,社区,bbs,少儿舞蹈图片,西祠少儿舞蹈"
"奥数","http://www.xici.net/t_%B0%C2%CA%FD.htm","^/t_%B0%C2%CA%FD\.htm$","【奥数】论坛_社区_bbs_西祠亲子_西祠胡同",,"奥数,论坛,社区,bbs,奥数图片,西祠奥数"
"其他培训","http://www.xici.net/t_%C6%E4%CB%FC%C5%E0%D1%B5.htm","^/t_%C6%E4%CB%FC%C5%E0%D1%B5\.htm$","【其他培训】论坛_社区_bbs_西祠亲子_西祠胡同",,"其他培训,论坛,社区,bbs,其他培训图片,西祠培训"
,,,,,
"情感首页","http://www.xici.net/feeling/","^/feeling/$","【情感论坛】社区_bbs_西祠情感_西祠胡同",,"情感论坛,社区,bbs,西祠情感"
"情感热门论坛列表","http://www.xici.net/s/?t=1&k=%C7%E9%B8%D0&st=0","^/s/?t=1&k=%C7%E9%B8%D0&st=0$","【情感热门论坛】社区_bbs_西祠情感_西祠胡同",,"情感论坛,社区,bbs,西祠情感"
"帖子页","http://www.xici.net/b807439/",,"【优雅女性情感沙龙】南京情感论坛_论坛_社区_bbs_西祠情感_西祠胡同",,"优雅女性情感沙龙,南京情感论坛,论坛,社区,bbs,西祠情感"
"帖子详情页","http://www.xici.net/d178052893.htm",,"【别扭的同学聚会】优雅女性情感沙龙_南京情感论坛_论坛_社区_bbs_西祠情感_西祠胡同",,"优雅女性情感沙龙,南京情感论坛,论坛,社区,bbs,西祠情感"
"恋爱","http://www.xici.net/t_%C1%B5%B0%AE.htm","^/t_%C1%B5%B0%AE\.htm$","【恋爱】论坛_社区_bbs_西祠情感_西祠胡同",,"恋爱,论坛,社区,bbs,恋爱图片,西祠恋爱"
"两性","http://www.xici.net/t_%C1%BD%D0%D4.htm","^/t_%C1%BD%D0%D4\.htm$","【两性】论坛_社区_bbs_西祠情感_西祠胡同",,"两性,论坛,社区,bbs,两性图片,西祠两性"
"婚姻","http://www.xici.net/t_%BB%E9%D2%F6.htm","^/t_%BB%E9%D2%F6\.htm$","【婚姻】论坛_社区_bbs_西祠情感_西祠胡同",,"婚姻,论坛,社区,bbs,婚姻图片,西祠婚姻"
"离婚","http://www.xici.net/t_%C0%EB%BB%E9.htm","^/t_%C0%EB%BB%E9\.htm$","【离婚】论坛_社区_bbs_西祠情感_西祠胡同",,"离婚,论坛,社区,bbs,离婚图片,西祠离婚"
"70后","http://www.xici.net/t_70%BA%F3.htm","^/t_70%BA%F3\.htm$","【70后】论坛_社区_bbs_西祠情感_西祠胡同",,"70后,论坛,社区,bbs,70后图片,西祠70后"
"80后","http://www.xici.net/t_80%BA%F3.htm","^/t_80%BA%F3\.htm$","【80后】论坛_社区_bbs_西祠情感_西祠胡同",,"80后,论坛,社区,bbs,80后图片,西祠80后"
"90后","http://www.xici.net/t_90%BA%F3.htm","^/t_90%BA%F3\.htm$","【90后】论坛_社区_bbs_西祠情感_西祠胡同",,"90后,论坛,社区,bbs,90后图片,西祠90后"
"中老年","http://www.xici.net/t_%D6%D0%C0%CF%C4%EA.htm","^/t_%D6%D0%C0%CF%C4%EA\.htm$","【中老年】论坛_社区_bbs_西祠情感_西祠胡同",,"中老年,论坛,社区,bbs,中老年图片,西祠中老年"
"同志","http://www.xici.net/t_%CD%AC%D6%BE.htm","^/t_%CD%AC%D6%BE\.htm$","【同志】论坛_社区_bbs_西祠情感_西祠胡同",,"同志,论坛,社区,bbs,同志图片,西祠同志"
"拉拉","http://www.xici.net/t_%C0%AD%C0%AD.htm","^/t_%C0%AD%C0%AD\.htm$","【拉拉】论坛_社区_bbs_西祠情感_西祠胡同",,"拉拉,论坛,社区,bbs,拉拉图片,西祠拉拉"
,,,,,
"人文首页","http://www.xici.net/cul/","^/cul/$","【人文论坛】社区_bbs_西祠人文_西祠胡同",,"人文论坛,社区,bbs,西祠人文"
"人文热门论坛列表","http://www.xici.net/s/?t=1&k=%C8%CB%CE%C4&st=0","^/s/?t=1&k=%C8%CB%CE%C4&st=0$","【人文热门论坛】社区_bbs_西祠人文_西祠胡同",,"人文论坛,社区,bbs,西祠人文"
"帖子页","http://www.xici.net/b1382311/",,"【扬州人文论坛】论坛_社区_bbs_西祠人文_西祠胡同",,"扬州人文论坛,论坛,社区,bbs,西祠人文"
"帖子详情页","http://www.xici.net/d175818851.htm",,"【暂时与江都区论坛合并】扬州人文论坛_论坛_社区_bbs_西祠人文_西祠胡同",,"扬州人文论坛,论坛,社区,bbs,西祠人文"
"同乡","http://www.xici.net/t_%CD%AC%CF%E7.htm","^/t_%CD%AC%CF%E7\.htm$","【同乡】论坛_社区_bbs_西祠人文_西祠胡同",,"同乡,论坛,社区,bbs,同乡图片,西祠同乡"
"同城交友","http://www.xici.net/t_%CD%AC%B3%C7%BD%BB%D3%D1.htm","^/t_%CD%AC%B3%C7%BD%BB%D3%D1\.htm$","【同城交友】论坛_社区_bbs_西祠人文_西祠胡同",,"同城交友,交友,论坛,社区,bbs,同城交友图片,西祠同城交友"
"城市论坛","http://www.xici.net/t_%B3%C7%CA%D0%C2%DB%CC%B3.htm","^/t_%B3%C7%CA%D0%C2%DB%CC%B3\.htm$","【城市论坛】论坛_社区_bbs_西祠人文_西祠胡同",,"城市论坛,论坛,社区,bbs,城市论坛图片,西祠城市论坛"
"社会时评","http://www.xici.net/t_%C9%E7%BB%E1%CA%B1%C6%C0.htm","^/t_%C9%E7%BB%E1%CA%B1%C6%C0\.htm$","【社会时评】论坛_社区_bbs_西祠人文_西祠胡同",,"社会时评,论坛,社区,bbs,社会时评图片,西祠社会时评"
"公益","http://www.xici.net/t_%B9%AB%D2%E6.htm","^/t_%B9%AB%D2%E6\.htm$","【公益】论坛_社区_bbs_西祠人文_西祠胡同",,"公益,论坛,社区,bbs,公益图片,西祠公益"
"军事","http://www.xici.net/t_%BE%FC%CA%C2.htm","^/t_%BE%FC%CA%C2\.htm$","【军事】论坛_社区_bbs_西祠人文_西祠胡同",,"军事,论坛,社区,bbs,军事图片,西祠军事"
"自然科学","http://www.xici.net/t_%D7%D4%C8%BB%BF%C6%D1%A7.htm","^/t_%D7%D4%C8%BB%BF%C6%D1%A7\.htm$","【自然科学】论坛_社区_bbs_西祠人文_西祠胡同",,"自然科学,论坛,社区,bbs,自然科学图片,西祠自然科学"
"历史文化","http://www.xici.net/t_%C0%FA%CA%B7%CE%C4%BB%AF.htm","^/t_%C0%FA%CA%B7%CE%C4%BB%AF\.htm$","【历史文化】论坛_社区_bbs_西祠人文_西祠胡同",,"历史文化,论坛,社区,bbs,历史文化图片,西祠历史文化"
"玄学","http://www.xici.net/t_%D0%FE%D1%A7.htm","^/t_%D0%FE%D1%A7\.htm$","【玄学】论坛_社区_bbs_西祠人文_西祠胡同",,"玄学,论坛,社区,bbs,玄学图片,西祠玄学"
"宗教","http://www.xici.net/t_%D7%DA%BD%CC.htm","^/t_%D7%DA%BD%CC\.htm$","【宗教】论坛_社区_bbs_西祠人文_西祠胡同",,"宗教,论坛,社区,bbs,宗教图片,西祠宗教"
,,,,,
"摄影首页","http://www.xici.net/photo/","^/photo/$","【摄影论坛】社区_bbs_西祠摄影_西祠胡同",,"摄影论坛,社区,bbs,西祠摄影"
"摄影热门论坛列表","http://www.xici.net/s/?t=1&k=%C9%E3%D3%B0&st=0","^/s/?t=1&k=%C9%E3%D3%B0&st=0$","【摄影热门论坛】社区_bbs_西祠摄影_西祠胡同",,"摄影论坛,社区,bbs,西祠摄影"
"帖子页","http://www.xici.net/b1252433/",,"【灰度摄影】南京摄影论坛_论坛_社区_bbs_西祠摄影_西祠胡同",,"灰度摄影,南京摄影论坛,论坛,社区,bbs,西祠摄影"
"帖子详情页","http://www.xici.net/d177926312.htm",,"【巴丹吉林沙漠】灰度摄影_南京摄影论坛_论坛_社区_bbs_西祠摄影_西祠胡同",,"灰度摄影,南京摄影论坛,论坛,社区,bbs,西祠摄影"
"摄影爱好者","http://www.xici.net/t_%C9%E3%D3%B0%B0%AE%BA%C3%D5%DF.htm","^/t_%C9%E3%D3%B0%B0%AE%BA%C3%D5%DF\.htm$","【摄影爱好者】论坛_社区_bbs_西祠摄影_西祠胡同",,"摄影爱好者,论坛,社区,bbs,摄影爱好者图片,西祠摄影爱好者"
"摄影工作室","http://www.xici.net/t_%C9%E3%D3%B0%B9%A4%D7%F7%CA%D2.htm","^/t_%C9%E3%D3%B0%B9%A4%D7%F7%CA%D2\.htm$","【摄影工作室】论坛_社区_bbs_西祠摄影_西祠胡同",,"摄影工作室,论坛,社区,bbs,摄影工作室图片,西祠摄影工作室"
"人像","http://www.xici.net/t_%C8%CB%CF%F1.htm","^/t_%C8%CB%CF%F1\.htm$","【人像】论坛_社区_bbs_西祠摄影_西祠胡同",,"人像,论坛,社区,bbs,人像图片,西祠人像"
"风景","http://www.xici.net/t_%B7%E7%BE%B0.htm","^/t_%B7%E7%BE%B0\.htm$","【风景】论坛_社区_bbs_西祠摄影_西祠胡同",,"风景,论坛,社区,bbs,风景图片,西祠风景"
"单反","http://www.xici.net/t_%B5%A5%B7%B4.htm","^/t_%B5%A5%B7%B4\.htm$","【单反】论坛_社区_bbs_西祠摄影_西祠胡同",,"单反,论坛,社区,bbs,单反图片,西祠单反"
"胶片","http://www.xici.net/t_%BD%BA%C6%AC.htm","^/t_%BD%BA%C6%AC\.htm$","【胶片】论坛_社区_bbs_西祠摄影_西祠胡同",,"胶片,论坛,社区,bbs,胶片图片,西祠胶片"
"lomo","http://www.xici.net/t_LOMO.htm","^/t_LOMO\.htm$","【lomo】论坛_社区_bbs_西祠摄影_西祠胡同",,"lomo,论坛,社区,bbs,lomo图片,西祠lomo"
"贴图","http://www.xici.net/t_%CC%F9%CD%BC.htm","^/t_%CC%F9%CD%BC\.htm$","【贴图】论坛_社区_bbs_西祠摄影_西祠胡同",,"贴图,论坛,社区,bbs,贴图图片,西祠贴图"
,,,,,
"时尚首页","http://www.xici.net/fashion/","^/fashion/$","【时尚论坛】社区_bbs_西祠时尚_西祠胡同",,"时尚论坛,社区,bbs,西祠时尚"
"时尚热门论坛列表","http://www.xici.net/s/?t=1&k=%CA%B1%C9%D0&st=0","^/s/?t=1&k=%CA%B1%C9%D0&st=0$","【时尚热门论坛】社区_bbs_西祠时尚_西祠胡同",,"时尚论坛,社区,bbs,西祠时尚"
"帖子页","http://www.xici.net/b608150/",,"【寒薇子时尚大码女装】南京购物论坛_论坛_社区_bbs_西祠时尚_西祠胡同",,"寒薇子时尚大码女装,南京购物论坛,论坛,社区,bbs,西祠时尚"
"帖子详细页","http://www.xici.net/d173040626.htm",,"【寒薇子大码女装店详细新地址】寒薇子时尚大码女装_南京购物论坛_论坛_社区_bbs_西祠时尚_西祠胡同",,"寒薇子时尚大码女装,南京购物论坛,论坛,社区,bbs,西祠时尚"
"美容","http://www.xici.net/t_%C3%C0%C8%DD.htm","^/t_%C3%C0%C8%DD\.htm$","【美容】论坛_社区_bbs_西祠时尚_西祠胡同",,"美容,论坛,社区,bbs,西祠时尚,美容图片,西祠美容"
"服饰","http://www.xici.net/t_%B7%FE%CA%CE.htm","^/t_%B7%FE%CA%CE\.htm$","【服饰】论坛_社区_bbs_西祠时尚_西祠胡同",,"服饰,论坛,社区,bbs,西祠时尚,服饰图片,西祠服饰"
"化妆","http://www.xici.net/t_%BB%AF%D7%B1.htm","^/t_%BB%AF%D7%B1\.htm$","【化妆】论坛_社区_bbs_西祠时尚_西祠胡同",,"化妆,论坛,社区,bbs,西祠时尚,化妆图片,西祠化妆"
"瘦身","http://www.xici.net/t_%CA%DD%C9%ED.htm","^/t_%CA%DD%C9%ED\.htm$","【瘦身】论坛_社区_bbs_西祠时尚_西祠胡同",,"瘦身,论坛,社区,bbs,西祠时尚,瘦身图片,西祠瘦身"
"夜店","http://www.xici.net/t_%D2%B9%B5%EA.htm","^/t_%D2%B9%B5%EA\.htm$","【夜店】论坛_社区_bbs_西祠时尚_西祠胡同",,"夜店,论坛,社区,bbs,西祠时尚,夜店图片,西祠夜店"
"舞蹈","http://www.xici.net/t_%CE%E8%B5%B8.htm","^/t_%CE%E8%B5%B8\.htm$","【舞蹈】论坛_社区_bbs_西祠时尚_西祠胡同",,"舞蹈,论坛,社区,bbs,西祠时尚,舞蹈图片,西祠舞蹈"
"星座","http://www.xici.net/t_%D0%C7%D7%F9.htm","^/t_%D0%C7%D7%F9\.htm$","【星座】论坛_社区_bbs_西祠时尚_西祠胡同",,"星座,论坛,社区,bbs,西祠时尚,星座图片,西祠星座"
"交友","http://www.xici.net/t_%BD%BB%D3%D1.htm","^/t_%BD%BB%D3%D1\.htm$","【交友】论坛_社区_bbs_西祠时尚_西祠胡同",,"交友,论坛,社区,bbs,西祠时尚,交友图片,西祠交友"
,,,,,
"数码首页","http://www.xici.net/it/","^/it/$","【数码论坛】社区_bbs_西祠数码_西祠胡同",,"数码论坛,社区,bbs,西祠数码"
"数码热门论坛列表","http://www.xici.net/s/?t=1&k=%CA%FD%C2%EB&st=0","^/s/?t=1&k=%CA%FD%C2%EB&st=0$","【数码热门论坛】社区_bbs_西祠数码_西祠胡同",,"数码论坛,社区,bbs,西祠数码"
"帖子页","http://www.xici.net/b174061/",,"【数码摄影论坛】南京摄影论坛_论坛_社区_bbs_西祠数码_西祠胡同",,"数码摄影论坛,南京摄影论坛,论坛,社区,bbs,西祠数码"
"帖子详情页","http://www.xici.net/d177537922.htm",,"【夕阳余晖】数码摄影论坛_南京摄影论坛_论坛_社区_bbs_西祠数码_西祠胡同",,"数码摄影论坛,南京摄影论坛,论坛,社区,bbs,西祠数码"
"3G数码","http://www.xici.net/t_3G.htm","^/t_3G\.htm$","【3G数码】论坛_社区_bbs_西祠数码_西祠胡同",,"3G数码,论坛,社区,bbs,西祠数码,3G数码图片,西祠3G数码"
"手机","http://www.xici.net/t_%CA%D6%BB%FA.htm","^/t_%CA%D6%BB%FA\.htm$","【手机】论坛_社区_bbs_西祠数码_西祠胡同",,"手机,论坛,社区,bbs,西祠数码,手机图片,西祠手机"
"笔记本","http://www.xici.net/t_%B1%CA%BC%C7%B1%BE.htm","^/t_%B1%CA%BC%C7%B1%BE\.htm$","【笔记本】论坛_社区_bbs_西祠数码_西祠胡同",,"笔记本,论坛,社区,bbs,西祠数码,笔记本图片,西祠笔记本"
"电脑","http://www.xici.net/t_%B5%E7%C4%D4.htm","^/t_%B5%E7%C4%D4\.htm$","【电脑】论坛_社区_bbs_西祠数码_西祠胡同",,"电脑,论坛,社区,bbs,西祠数码,电脑图片,西祠电脑"
"电玩","http://www.xici.net/t_%B5%E7%CD%E6.htm","^/t_%B5%E7%CD%E6\.htm$","【电玩】论坛_社区_bbs_西祠数码_西祠胡同",,"电玩,论坛,社区,bbs,西祠数码,电玩图片,西祠电玩"
"数码相机","http://www.xici.net/t_%CA%FD%C2%EB%CF%E0%BB%FA.htm","^/t_%CA%FD%C2%EB%CF%E0%BB%FA\.htm$","【数码相机】论坛_社区_bbs_西祠数码_西祠胡同",,"数码相机,论坛,社区,bbs,西祠数码,数码相机图片,西祠数码相机"
"mp3","http://www.xici.net/t_MP3.htm","^/t_MP3\.htm$","【mp3】论坛_社区_bbs_西祠数码_西祠胡同",,"mp3,论坛,社区,bbs,西祠数码,mp3图片,西祠mp3"
"家电","http://www.xici.net/t_%BC%D2%B5%E7.htm","^/t_%BC%D2%B5%E7\.htm$","【家电】论坛_社区_bbs_西祠数码_西祠胡同",,"家电,论坛,社区,bbs,家电图片,西祠数码,西祠家电"
"二手交易","http://www.xici.net/t_%B6%FE%CA%D6%BD%BB%D2%D7.htm","^/t_%B6%FE%CA%D6%BD%BB%D2%D7\.htm$","【二手交易】论坛_社区_bbs_西祠数码_西祠胡同",,"二手市场,论坛,社区,bbs,二手市场图片,西祠数码,西祠二手市场"
"电脑维修","http://www.xici.net/t_%B5%E7%C4%D4%CE%AC%D0%DE.htm","^/t_%B5%E7%C4%D4%CE%AC%D0%DE\.htm$","【电脑维修】论坛_社区_bbs_西祠数码_西祠胡同",,"电脑维修,论坛,社区,bbs,电脑维修图片,西祠数码,西祠电脑维修"
"网络服务","http://www.xici.net/t_%CD%F8%C2%E7%B7%FE%CE%F1.htm","^/t_%CD%F8%C2%E7%B7%FE%CE%F1\.htm$","【网络服务】论坛_社区_bbs_西祠数码_西祠胡同",,"网络服务,论坛,社区,bbs,网络服务图片,西祠数码,西祠网络服务"
